,en_text,th_text
153141,Sure! where would you like to be picked up?,ได้ค่ะ อยากให้รถไปรับที่ไหนคะ
146223,"Okay that will be $17.58, is that all?",โอเคค่ะ ทั้งหมด $17.58 นี่คือทั้งหมดใช่มั้ยคะ?
197030,"sure, I can help with that.",ได้ค่ะ เดี๋ยวจัดการให้
111899,"ok, let me search that for you.",โอเคค่ะ จะหาให้นะคะ
50704,I'm so thirsty and need to order a Starbucks coffee.,ตอนนี้หิวน้ำมาก ต้องสั่งกาแฟจากสตาร์บัคส์น่ะ
94198,Your driver will be arriving in 6 minutes.,พนักงานขับรถของคุณจะถึงในอีก 6 นาทีค่ะ
153719,I think it's Main Street.,คิดว่าเมนสตรีทค่ะ
127557,What kind of deserts do they have?,มีของหวานอะไรบ้างคะ
19040,"Onions, sausage and peppers",หอมใหญ่ ไส้กรอก และพริกหยวก
135573,"i found fino and seven hills restaurant, would you like to hear more about each option?",เจอร้านฟิโน แล้วก็เซเวนฮิลล์เรสเตอรองต์ค่ะ อยากรู้ร้านอื่นอีกมั้ยคะ
169237,there is an $89 inspection fee which will be added to your total. can i continue booking your appointment?,มีค่าธรรมเนียมตรวจสภาพรถ 89 เหรียญเพิ่มไปในราคาทั้งหมด หนูจองนัดให้พี่ต่อเลยได้ไหมคะ
205970,Give me one moment to book your ride.,เดี๋ยวขอจองรถซักครู่นะคะ
149254,Chicken bacon ranch for one and barbecue chicken for the other. Both of those thin crust.,หน้าไก่เบคอน 1 อีกถาดหน้าไก่บาร์บีคิวค่ะ แป้งบางทั้งคู่นะ
165925,I found a showing for a dog's way home at the silverspot cinema at 10:05pm.,ฉันเจอรอบฉายเรื่องเพื่อนรักผจญภัยสี่ร้อยไมล์ ที่โรงซิลเวอร์สปอต ซีเนม่า ตอน 4 ทุ่ม 5 นาทีค่ะ
28231,Picking up from?,รับจากที่ไหนคะ
139946,"Sure, that would be no problem Brad. Could you please tell me the city you're going to seeDragon Ball Super: Broly at?",ได้เลยค่ะ ไม่มีปัญหาค่ะแบรด คุณอยากไปดูที่เมืองไหนดีคะ
154084,"it will take around 15 minutes, depending on traffic at 9pm.",ใช้เวลาประมาณ 15 นาทีค่ะ ขึ้นอยู่กับการจราจรตอน 3 ทุ่มค่ะ
81119,In 3D or no?,ดูแบบ 3D ไหม
215712,AMC Metreon 15 is playing The Upside today at 6:45pm and 10:00pm.,โรงเอเอ็มซีเมตรอน 15 ฉายเรื่องดิอัพไซด์วันนี้รอบ 6 โมง 45 และรอบ 4 ทุ่มค่ะ
21113,"Hmmm...might be okay for a club run, but not for dinner...",อืมมมม... อาจจะพอได้สำหรับงานเลี้ยง แต่คงไม่สำหรับกินข้าวเย็น..
89740,Please ask them to pack extra napkins.,เอากระดาษเช็ดปากเพิ่มค่ะ
100185,Where from and where is your destination?,เรียกจากที่ไหนแล้วก็จะไปที่ไหนคะ
96622,No. That movie is too old. How about another movie?,ไม่ค่ะ เรื่องนั้นเก่าเกิน เรื่องอื่นละคะ?
199622,"Hey there, I'd like to order a drink from Starbucks.",สวัสดีครับ อยากสั่งเครื่องดื่มจากสตาร์บักส์หน่อย
12933,Just checked. That was just a special for the Super Bowl. They don't have crab any more.,เมื่อกี้เพิ่งดูมา มันจะแค่พิเศษสำหรับช่วงซูเปอร์โบวล์ ตอนนี้ไม่มีปูแล้วค่ะ
7226,"What type of milk would you like? For a list all available options, say ""list them"" Otherwise, just tell me what type of milk you would like.","เอานมแบบไหนคะ สำหรับรับฟังตัวเลือกให้พูดว่า ""ไล่รายการ"" หรือไม่อย่างนั้นก็แจ้งนมที่ต้องการได้เลยค่ะ"
63477,Nothing that I can think of.,เท่าที่นึกออกก็ไม่มีนะคะ
106149,Enjoy Your Show,ดูหนังให้สนุกนะคะ
19688,"Okay, anything else.",โอเค มีอะไรอีกไหมคะ
221240,"i'm sorry, i didn't catch that all. you'd like to make an order at starbucks, right?",ขอโทษนะคะ ไม่ได้ยินเลยค่ะ อยากสั่งสตาร์บัคใช่มั้ยคะ
111619,The second one would be a neapolitan.,อีกถาดเป็นนะโปเลี่ยนค่ะ
202551,I believe it should be pick-up.,ฉันว่าฉันจะไปรับค่ะ
8534,Starbucks' new Iced CInnamon Shortbread Latte looks sooo delicious.,ซินนาม่อนชอร์ตเบรดลาเต้เย็นแบบใหม่ของสตาร์บัคส์ดูน่าอร่อยมากเลยค่ะ
130318,"Yes, that's fine.",ค่ะ ได้เลยค่ะ
37021,The price of the rental is $2.99.,หนังให้เช่าราคา 2.99 เหรียญค่ะ
210103,"Great, Coconut milk it is! Do you want to specify a pickup time?",ได้ค่ะ เป็นนมมะพร้าวนะคะ ต้องการจะมารับในช่วงไหนดีคะ
161879,"Your appointment is set, have a good day.",นัดให้เรียบร้อยแล้วนะคะ มีวันที่ดีนะคะ
140274,Jose's Mexican Restaurant is in Spring Lake and is 5 miles from your location,ร้านโฮเซ่อยู่ในสปริงเลค ห่างจากคุณไปห้าไมล์นะคะ
168910,"Hahahha actually I did but hey, as long you get a reward it doesn't matter if I pay right?",ฮ่าฮ่าฮ่า จริง ๆ พี่รู้จ้ะ แต่นี่ ตราบที่เธอได้รางวัล พี่จะจ่ายหรือไม่ก็ไม่สำคัญใช่ไหม
